datetime,open,high,low,close,volume
2024-01-01 09:15:00,20006.95520723454,20017.43477781431,20006.213370559733,20006.95520723454,97616
2024-01-01 09:20:00,20005.018927561272,20010.293137038552,20001.96629573874,20005.018927561272,126783
2024-01-01 09:25:00,20014.090898964743,20016.924343676274,20008.144187553746,20014.090898964743,102965
2024-01-01 09:30:00,20035.439717745165,20038.655468489364,20022.815516952127,20035.439717745165,130099
2024-01-01 09:35:00,20032.15603078597,20049.522601042307,20012.706095942038,20032.15603078597,118317
2024-01-01 09:40:00,20028.873112183788,20031.348242180615,20023.423903223138,20028.873112183788,107619
2024-01-01 09:45:00,20051.026251679712,20058.739762637233,20035.18986549153,20051.026251679712,106515
2024-01-01 09:50:00,20061.80064317586,20068.50679448978,20043.516592154712,20061.80064317586,134389
2024-01-01 09:55:00,20055.208775308383,20072.565669390606,20047.35570556502,20055.208775308383,94850
2024-01-01 10:00:00,20062.82703035617,20072.410912434123,20057.745646049898,20062.82703035617,111901
2024-01-01 10:05:00,20056.319857542294,20076.30490560953,20046.470862733284,20056.319857542294,114731
2024-01-01 10:10:00,20049.782345816657,20064.560133056984,20031.80346342074,20049.782345816657,103868
2024-01-01 10:15:00,20053.178537037642,20070.242259416602,20052.958315675172,20053.178537037642,135123
2024-01-01 10:20:00,20026.339368610963,20028.315412896685,20016.59392150627,20026.339368610963,90955
2024-01-01 10:25:00,20002.17330818316,20007.23590335766,19987.019756457074,20002.17330818316,117058
2024-01-01 10:30:00,19994.30197654161,19997.010128677448,19982.28279321371,19994.30197654161,107290
2024-01-01 10:35:00,19980.131404584037,19989.394632514653,19970.19449834894,19980.131404584037,85649
2024-01-01 10:40:00,19984.52698011973,19998.881615806382,19973.4632821594,19984.52698011973,106477
2024-01-01 10:45:00,19971.828514081666,19975.205022673796,19959.46132559824,19971.828514081666,100272
2024-01-01 10:50:00,19952.093869515018,19954.691004535132,19938.48504200786,19952.093869515018,148001
2024-01-01 10:55:00,19972.574306985443,19984.849625890183,19965.46036389473,19972.574306985443,114227
2024-01-01 11:00:00,19969.41802265023,19974.01723430608,19959.086354048148,19969.41802265023,107731
2024-01-01 11:05:00,19970.36199422411,19979.934289419936,19964.898698030083,19970.36199422411,120877
2024-01-01 11:10:00,19950.455006809123,19951.474828736205,19930.823957540077,19950.455006809123,96893
2024-01-01 11:15:00,19942.853977018876,19956.427338944828,19939.11891844352,19942.853977018876,98386
2024-01-01 11:20:00,19944.402516243426,19955.198748047533,19941.39774788469,19944.402516243426,116813
2024-01-01 11:25:00,19928.339872471075,19941.24193604274,19922.982690794808,19928.339872471075,83126
2024-01-01 11:30:00,19933.581488142787,19939.071323662065,19915.24151176678,19933.581488142787,103067
2024-01-01 11:35:00,19925.202233593493,19930.753454220456,19912.074393393326,19925.202233593493,109758
2024-01-01 11:40:00,19921.134209055257,19937.0982197848,19912.051615626515,19921.134209055257,90556
2024-01-01 11:45:00,19912.745301137064,19927.053849458527,19894.318138083287,19912.745301137064,104520
2024-01-01 11:50:00,19938.580807208582,19950.139773766758,19920.633149672485,19938.580807208582,124503
2024-01-01 11:55:00,19938.39242724422,19950.916598364976,19930.385318265042,19938.39242724422,106870
2024-01-01 12:00:00,19923.635551992957,19925.509253951124,19912.405774861516,19923.635551992957,91728
2024-01-01 12:05:00,19935.110514748943,19952.178384322735,19917.06178436142,19935.110514748943,101436
2024-01-01 12:10:00,19918.08143507228,19933.41650605324,19911.719626504448,19918.08143507228,116126
2024-01-01 12:15:00,19920.993761430618,19932.756939592095,19912.875214786407,19920.993761430618,114174
2024-01-01 12:20:00,19893.685492613793,19911.959735246957,19877.9095096727,19893.685492613793,93710
2024-01-01 12:25:00,19875.198327111113,19878.55003897211,19861.312741500627,19875.198327111113,80654
2024-01-01 12:30:00,19877.937375105183,19891.586707622926,19876.970305659797,19877.937375105183,146256
2024-01-01 12:35:00,19888.21546608719,19907.36745517105,19885.88105822668,19888.21546608719,99479
2024-01-01 12:40:00,19890.601355697607,19896.76762042856,19873.76865825583,19890.601355697607,145577
2024-01-01 12:45:00,19888.99120115483,19889.295349854765,19888.399727663058,19888.99120115483,114964
2024-01-01 12:50:00,19884.799588782294,19899.41228108729,19866.506980893926,19884.799588782294,141714
2024-01-01 12:55:00,19864.23015551793,19864.368814289486,19858.831996300145,19864.23015551793,112879
2024-01-01 13:00:00,19854.223271196697,19871.546749079193,19842.34291730851,19854.223271196697,123266
2024-01-01 13:05:00,19847.822365724784,19848.939822975502,19836.61666462227,19847.822365724784,101624
2024-01-01 13:10:00,19862.514903102474,19875.480452277774,19854.64430696538,19862.514903102474,112158
2024-01-01 13:15:00,19867.293064109937,19874.786692046328,19866.66849753556,19867.293064109937,142563
2024-01-01 13:20:00,19842.789402733375,19846.82424850209,19838.97023603933,19842.789402733375,85826
2024-01-01 13:25:00,19847.291424343082,19865.119420579344,19835.0858663515,19847.291424343082,92101
2024-01-01 13:30:00,19841.94215717403,19856.749124202997,19833.0852544374,19841.94215717403,93651
2024-01-01 13:35:00,19832.542371350053,19839.294173303017,19824.33493060005,19832.542371350053,130683
2024-01-01 13:40:00,19841.035956725154,19846.67384845775,19839.09742995751,19841.035956725154,145521
2024-01-01 13:45:00,19855.36039409229,19869.974183447343,19848.468053961355,19855.36039409229,83865
2024-01-01 13:50:00,19868.308245635642,19884.92949141639,19857.848961157408,19868.308245635642,149612
2024-01-01 13:55:00,19856.639990537085,19870.85437549367,19855.097273869455,19856.639990537085,89704
2024-01-01 14:00:00,19852.342512466024,19865.04779776572,19851.018445540845,19852.342512466024,145600
2024-01-01 14:05:00,19856.9464948127,19861.472383885615,19847.185745582778,19856.9464948127,108052
2024-01-01 14:10:00,19870.511068959324,19887.45671994867,19859.358701426543,19870.511068959324,124365
2024-01-01 14:15:00,19863.847180731103,19878.738351807726,19858.729429255807,19863.847180731103,86290
2024-01-01 14:20:00,19861.26581739526,19871.539539564812,19854.79568538381,19861.26581739526,142856
2024-01-01 14:25:00,19845.890522641643,19856.04343736431,19830.075919435516,19845.890522641643,103068
2024-01-01 14:30:00,19829.279628141136,19840.565919266326,19812.043303958402,19829.279628141136,135922
2024-01-01 14:35:00,19840.561097322905,19856.994565727076,19834.108377694618,19840.561097322905,131422
2024-01-01 14:40:00,19859.40603550296,19874.146869267057,19852.34175553812,19859.40603550296,93982
2024-01-01 14:45:00,19858.405005962475,19875.40866583658,19841.916044900783,19858.405005962475,119949
2024-01-01 14:50:00,19872.359900763426,19882.440806573286,19853.007511067604,19872.359900763426,144150
2024-01-01 14:55:00,19877.391130422402,19889.80752408776,19871.01857408573,19877.391130422402,131422
2024-01-01 15:00:00,19868.416848513425,19885.39583739982,19852.746100216926,19868.416848513425,103759
2024-01-01 15:05:00,19873.44373530602,19878.060734950526,19863.91059600293,19873.44373530602,146695
2024-01-01 15:10:00,19894.8515155368,19903.685241040326,19889.604685228216,19894.8515155368,138240
2024-01-01 15:15:00,19894.35259418292,19906.70006862376,19880.788919089133,19894.35259418292,102541
2024-01-01 15:20:00,19916.15383171348,19934.380025353537,19906.941607253506,19916.15383171348,141147
2024-01-01 15:25:00,19879.664626739854,19879.979441328473,19874.333647377123,19879.664626739854,84565
2024-01-01 15:30:00,19891.10531982128,19895.33363489867,19888.972403681175,19891.10531982128,85196
2024-01-02 09:15:00,19892.317380429595,19896.98114433999,19875.071648075624,19892.317380429595,124103
2024-01-02 09:20:00,19888.154251746735,19894.649975112356,19870.679170936102,19888.154251746735,135033
2024-01-02 09:25:00,19889.43175950968,19895.036335267283,19887.94081278086,19889.43175950968,112694
2024-01-02 09:30:00,19861.778869273116,19873.500075334134,19848.602657119194,19861.778869273116,98610
2024-01-02 09:35:00,19858.724951958036,19876.31224119775,19855.496371480058,19858.724951958036,103174
2024-01-02 09:40:00,19863.68983272383,19876.34256298921,19850.85153111868,19863.68983272383,126210
2024-01-02 09:45:00,19884.249966121944,19889.05254059365,19866.20267897164,19884.249966121944,94426
2024-01-02 09:50:00,19877.03748430703,19894.206332085054,19871.865187155516,19877.03748430703,146322
2024-01-02 09:55:00,19865.79134660247,19878.347436371172,19858.879457060742,19865.79134660247,137073
2024-01-02 10:00:00,19858.81511129133,19863.16343964784,19843.024772442557,19858.81511129133,106620
2024-01-02 10:05:00,19871.544350171607,19878.731222804883,19856.931337235153,19871.544350171607,133035
2024-01-02 10:10:00,19876.117830968375,19891.819264549453,19867.99535038229,19876.117830968375,135487
2024-01-02 10:15:00,19868.748494083753,19883.430131883157,19851.88890571145,19868.748494083753,125120
2024-01-02 10:20:00,19875.88836371596,19887.34845052474,19857.59090952933,19875.88836371596,92236
2024-01-02 10:25:00,19877.23906138171,19880.116639642005,19868.241755570278,19877.23906138171,130307
2024-01-02 10:30:00,19890.721423362702,19906.69942699795,19889.936702525603,19890.721423362702,128115
2024-01-02 10:35:00,19880.9487851179,19887.063022377304,19870.820635005253,19880.9487851179,128761
2024-01-02 10:40:00,19876.38934397385,19891.725925026403,19861.687127417168,19876.38934397385,133566
2024-01-02 10:45:00,19870.934506596648,19883.802255439386,19866.562190768764,19870.934506596648,95976
2024-01-02 10:50:00,19850.58794372215,19855.83187913003,19848.614193398676,19850.58794372215,133157
2024-01-02 10:55:00,19854.70308333036,19858.91961129897,19849.040231267518,19854.70308333036,111558
2024-01-02 11:00:00,19858.331637301093,19860.93128997176,19858.101541023112,19858.331637301093,112132
2024-01-02 11:05:00,19858.402718730784,19863.20738453323,19844.194592989177,19858.402718730784,138369
2024-01-02 11:10:00,19855.14201842249,19858.27573607785,19852.24181027667,19855.14201842249,114764
2024-01-02 11:15:00,19835.48008918813,19847.719596927633,19821.126163418863,19835.48008918813,107950
2024-01-02 11:20:00,19829.640357642817,19841.514011544365,19824.98935530321,19829.640357642817,121760
2024-01-02 11:25:00,19824.883794290137,19836.50458726573,19805.216278266802,19824.883794290137,116014
2024-01-02 11:30:00,19813.75338242624,19826.471628804913,19803.216519876056,19813.75338242624,125007
2024-01-02 11:35:00,19811.516535978055,19827.65865324595,19810.6975505488,19811.516535978055,92395
2024-01-02 11:40:00,19817.120730635386,19835.224715013966,19801.808460034023,19817.120730635386,113583
2024-01-02 11:45:00,19843.30315315977,19847.87456479743,19835.165608105493,19843.30315315977,86795
2024-01-02 11:50:00,19845.728241659766,19857.39305445904,19833.675508417156,19845.728241659766,123179
2024-01-02 11:55:00,19849.30645674379,19850.861376405992,19830.425533977974,19849.30645674379,80543
2024-01-02 12:00:00,19848.27209383791,19850.65671364441,19838.005182660403,19848.27209383791,117547
2024-01-02 12:05:00,19821.630983994204,19834.601056394047,19805.686932513407,19821.630983994204,93434
2024-01-02 12:10:00,19821.263103629513,19830.907744963893,19815.2613675321,19821.263103629513,81470
2024-01-02 12:15:00,19822.098808433147,19837.130541987986,19807.935501709322,19822.098808433147,94840
2024-01-02 12:20:00,19856.30693194938,19864.75931466595,19854.33474388938,19856.30693194938,144838
2024-01-02 12:25:00,19853.633407101162,19856.166699093756,19835.897182459357,19853.633407101162,142689
2024-01-02 12:30:00,19857.824616705147,19875.141705219277,19853.858067722173,19857.824616705147,83618
2024-01-02 12:35:00,19857.34211240271,19858.988057131417,19851.346594337832,19857.34211240271,134624
2024-01-02 12:40:00,19841.103967586863,19844.853234705606,19822.09198602629,19841.103967586863,124487
2024-01-02 12:45:00,19856.982724447535,19862.48264929001,19853.900650826992,19856.982724447535,102394
2024-01-02 12:50:00,19867.43726046301,19887.21093548044,19862.382790528052,19867.43726046301,95863
2024-01-02 12:55:00,19878.44135109261,19886.727874579603,19866.9082909403,19878.44135109261,96322
2024-01-02 13:00:00,19865.791334208225,19875.758171185294,19846.3090718578,19865.791334208225,139272
2024-01-02 13:05:00,19885.30824836174,19900.61390551262,19871.559158981076,19885.30824836174,117916
2024-01-02 13:10:00,19865.804451072116,19878.44735864007,19863.535973371712,19865.804451072116,90871
2024-01-02 13:15:00,19873.96699933091,19890.68936639511,19859.098943734458,19873.96699933091,114515
2024-01-02 13:20:00,19904.463503764455,19914.14570078793,19895.97991360585,19904.463503764455,131987
2024-01-02 13:25:00,19890.667021495196,19910.00428416285,19870.928936956745,19890.667021495196,147006
2024-01-02 13:30:00,19882.78375639253,19898.626604272373,19870.28311104199,19882.78375639253,104377
2024-01-02 13:35:00,19884.170747347554,19892.15156526085,19873.593245499473,19884.170747347554,81838
2024-01-02 13:40:00,19877.164144987368,19884.74274759591,19866.08729400176,19877.164144987368,123435
2024-01-02 13:45:00,19855.5998966296,19874.05550184627,19842.861302005604,19855.5998966296,86824
2024-01-02 13:50:00,19856.552870794807,19870.14300605296,19842.021264050178,19856.552870794807,138634
2024-01-02 13:55:00,19841.792776471495,19854.123133872083,19840.238730847068,19841.792776471495,128339
2024-01-02 14:00:00,19848.37171292674,19863.41341711397,19845.77813572601,19848.37171292674,121433
2024-01-02 14:05:00,19835.601471037935,19846.725947343835,19829.641314623586,19835.601471037935,137646
2024-01-02 14:10:00,19857.133866570894,19860.29446249117,19847.643063561787,19857.133866570894,84443
2024-01-02 14:15:00,19846.249634798038,19852.584864545734,19840.0761135753,19846.249634798038,132747
2024-01-02 14:20:00,19841.775939824864,19852.846556797354,19837.53301158059,19841.775939824864,111608
2024-01-02 14:25:00,19853.078296096093,19853.43898326743,19834.713608869344,19853.078296096093,144003
2024-01-02 14:30:00,19835.980151125405,19844.65543102814,19835.33348757363,19835.980151125405,120649
2024-01-02 14:35:00,19839.13872609956,19854.133204271104,19820.515762869836,19839.13872609956,102176
2024-01-02 14:40:00,19857.29984404921,19860.561087921476,19839.284461379637,19857.29984404921,144427
2024-01-02 14:45:00,19834.96821699805,19836.248741722535,19821.405427721285,19834.96821699805,98369
2024-01-02 14:50:00,19837.53192736723,19854.11668213862,19836.886521559456,19837.53192736723,133069
2024-01-02 14:55:00,19841.141058899986,19853.38847679614,19836.669747414213,19841.141058899986,106651
2024-01-02 15:00:00,19852.00261127982,19855.508057502775,19832.56550314191,19852.00261127982,136682
2024-01-02 15:05:00,19834.820886764843,19850.813801634817,19816.85152354104,19834.820886764843,147835
2024-01-02 15:10:00,19816.49564297433,19829.537462778568,19797.381206912018,19816.49564297433,87264
2024-01-02 15:15:00,19823.73710269302,19830.360595255475,19803.990219050767,19823.73710269302,96283
2024-01-02 15:20:00,19827.85867335333,19835.317839867228,19826.591921700634,19827.85867335333,112780
2024-01-02 15:25:00,19831.33569396824,19834.427164463123,19820.01472737228,19831.33569396824,106625
2024-01-02 15:30:00,19836.145648704918,19852.71390032554,19819.59957355769,19836.145648704918,138747
2024-01-03 09:15:00,19826.705547113666,19836.79747211733,19820.366771588288,19826.705547113666,138716
2024-01-03 09:20:00,19829.92918711846,19840.97483596418,19821.29208849934,19829.92918711846,87568
2024-01-03 09:25:00,19833.997728910897,19851.52090555044,19828.37005719786,19833.997728910897,103542
2024-01-03 09:30:00,19824.082297121528,19824.396124564908,19823.327551968214,19824.082297121528,80909
2024-01-03 09:35:00,19849.990299130008,19851.31872127188,19848.54693998931,19849.990299130008,130437
2024-01-03 09:40:00,19856.575296354058,19859.783701573666,19856.149536241002,19856.575296354058,95174
2024-01-03 09:45:00,19840.0235533504,19840.619504269558,19829.563011065133,19840.0235533504,115402
2024-01-03 09:50:00,19849.143876324735,19862.20771257066,19836.8687075695,19849.143876324735,118186
2024-01-03 09:55:00,19835.60587748949,19848.179260794306,19829.50242818744,19835.60587748949,126056
2024-01-03 10:00:00,19846.537498646157,19850.721186517425,19830.14131072432,19846.537498646157,134879
2024-01-03 10:05:00,19862.639904848544,19865.60751126279,19845.00161542095,19862.639904848544,107326
2024-01-03 10:10:00,19851.23253964431,19854.124560529002,19848.45836354008,19851.23253964431,122546
2024-01-03 10:15:00,19864.623996985767,19883.5597792397,19863.592537057153,19864.623996985767,94537
2024-01-03 10:20:00,19870.364642850724,19884.144830715966,19864.01843360999,19870.364642850724,140520
2024-01-03 10:25:00,19881.802177951005,19893.441558107817,19867.626700875564,19881.802177951005,142959
2024-01-03 10:30:00,19908.21787485578,19914.638013761458,19898.115969472656,19908.21787485578,132464
2024-01-03 10:35:00,19904.798500485933,19913.41813808231,19895.083167438584,19904.798500485933,93989
2024-01-03 10:40:00,19894.299193995103,19896.07786134538,19891.267095928062,19894.299193995103,144614
2024-01-03 10:45:00,19881.915663420154,19901.76083507775,19874.9280822778,19881.915663420154,130304
2024-01-03 10:50:00,19870.564994827764,19885.568969608314,19851.511283756074,19870.564994827764,104845
2024-01-03 10:55:00,19869.49258559794,19881.840544489838,19862.725822479915,19869.49258559794,91499
2024-01-03 11:00:00,19874.238113850533,19885.919539044004,19862.483845255265,19874.238113850533,109221
2024-01-03 11:05:00,19878.0877998298,19888.112605195787,19876.927935290823,19878.0877998298,143267
2024-01-03 11:10:00,19889.601107649123,19894.721236499743,19888.331071931312,19889.601107649123,131135
2024-01-03 11:15:00,19889.78213018306,19894.28498598424,19881.343810704715,19889.78213018306,80636
2024-01-03 11:20:00,19910.029762433904,19920.970970011964,19898.001867437037,19910.029762433904,102109
2024-01-03 11:25:00,19906.341576282117,19907.739017675638,19898.92962829091,19906.341576282117,106660
2024-01-03 11:30:00,19944.281717682694,19945.766984275066,19940.711420494048,19944.281717682694,112955
2024-01-03 11:35:00,19953.01857086212,19964.20849510077,19938.334000885257,19953.01857086212,146718
2024-01-03 11:40:00,19941.050145361478,19959.39216353915,19938.257524585497,19941.050145361478,99586
2024-01-03 11:45:00,19926.107442068427,19944.325321205302,19912.796468640725,19926.107442068427,80819
2024-01-03 11:50:00,19932.838236631178,19933.054075396627,19913.76780284095,19932.838236631178,144756
2024-01-03 11:55:00,19929.720507195045,19931.86084389699,19920.342839119796,19929.720507195045,145105
2024-01-03 12:00:00,19939.683878038217,19951.310262928102,19935.687293848176,19939.683878038217,145631
2024-01-03 12:05:00,19946.290318266663,19963.21426134181,19929.495904874,19946.290318266663,117259
2024-01-03 12:10:00,19945.273477541483,19964.310225595244,19935.19161655976,19945.273477541483,104313
2024-01-03 12:15:00,19933.454308226806,19950.60868470816,19915.051304371118,19933.454308226806,82195
2024-01-03 12:20:00,19912.328214631812,19925.82106978438,19897.97966819209,19912.328214631812,122390
2024-01-03 12:25:00,19906.10538059362,19910.097053919562,19897.533620401482,19906.10538059362,122511
2024-01-03 12:30:00,19918.042253442694,19919.488731029916,19905.745167245983,19918.042253442694,102115
2024-01-03 12:35:00,19921.027506899787,19921.97407011368,19917.64164101104,19921.027506899787,110976
