datetime,open,high,low,close,volume,open_interest,expiry
2024-01-01 09:15:00,20004.74229274368,20013.328265221495,19993.91033428784,20004.74229274368,110903,1221072,2024-12-26
2024-01-01 09:20:00,20012.66338468995,20019.639741162737,20012.403550633775,20012.66338468995,95969,1021497,2024-12-26
2024-01-01 09:25:00,20028.145999244036,20028.452187371833,20017.704173013266,20028.145999244036,68954,948807,2024-12-26
2024-01-01 09:30:00,20039.056747016846,20057.82421636111,20025.347075535145,20039.056747016846,91586,905051,2024-12-26
2024-01-01 09:35:00,20033.819226478903,20046.493693790868,20024.359496175166,20033.819226478903,84908,1265681,2024-12-26
2024-01-01 09:40:00,20043.31933612076,20061.48336211202,20042.139092869253,20043.31933612076,117849,955064,2024-12-26
2024-01-01 09:45:00,20065.01795095667,20084.17073512937,20046.66309185188,20065.01795095667,96353,1286707,2024-12-26
2024-01-01 09:50:00,20068.76834134215,20086.89565750581,20050.18535951195,20068.76834134215,78825,1236149,2024-12-26
2024-01-01 09:55:00,20070.432960624545,20073.752368362177,20059.3169327298,20070.432960624545,67161,1032197,2024-12-26
2024-01-01 10:00:00,20077.56700415475,20080.90643098673,20069.680625157245,20077.56700415475,81273,1036734,2024-12-26
2024-01-01 10:05:00,20054.974712910578,20072.25986670451,20041.89251685331,20054.974712910578,103202,1293323,2024-12-26
2024-01-01 10:10:00,20057.155678064086,20069.884713690935,20040.57181443832,20057.155678064086,88364,1030836,2024-12-26
2024-01-01 10:15:00,20078.76553354629,20085.33644918591,20078.43447005895,20078.76553354629,101504,1182988,2024-12-26
2024-01-01 10:20:00,20035.991271040046,20039.354349828795,20025.069724879013,20035.991271040046,64211,1149205,2024-12-26
2024-01-01 10:25:00,20010.255755934293,20016.983762938093,19999.1009559856,20010.255755934293,74565,1180287,2024-12-26
2024-01-01 10:30:00,20014.807549929687,20031.543504339308,20000.513593864547,20014.807549929687,106563,982922,2024-12-26
2024-01-01 10:35:00,19991.35272985007,19996.513172069946,19974.158223689687,19991.35272985007,92920,1195434,2024-12-26
2024-01-01 10:40:00,20006.051349599933,20016.440670896496,20000.45183131751,20006.051349599933,85083,1114685,2024-12-26
2024-01-01 10:45:00,19973.201534213506,19975.713611298157,19971.325949628674,19973.201534213506,89719,1098227,2024-12-26
2024-01-01 10:50:00,19976.41366168147,19992.440299350823,19957.518187086913,19976.41366168147,100148,907779,2024-12-26
2024-01-01 10:55:00,19989.44152475696,20005.59231037027,19978.856009339957,19989.44152475696,67206,978121,2024-12-26
2024-01-01 11:00:00,19967.694019557268,19974.7278265165,19956.199041948916,19967.694019557268,95368,1064665,2024-12-26
2024-01-01 11:05:00,19974.284438336454,19978.24280285449,19955.054417853044,19974.284438336454,111088,926212,2024-12-26
2024-01-01 11:10:00,19964.9643471886,19973.73851197697,19954.112332285833,19964.9643471886,93582,1132827,2024-12-26
2024-01-01 11:15:00,19943.948360735823,19961.556228595437,19928.996552951052,19943.948360735823,74781,1015407,2024-12-26
2024-01-01 11:20:00,19955.80470267023,19964.165978009565,19947.291003422917,19955.80470267023,101279,973642,2024-12-26
2024-01-01 11:25:00,19943.142293065423,19961.091375532003,19933.365909161013,19943.142293065423,67336,992143,2024-12-26
2024-01-01 11:30:00,19955.71007596603,19973.892143054007,19946.020126594976,19955.71007596603,111913,1150037,2024-12-26
2024-01-01 11:35:00,19940.26380110433,19955.689001998366,19926.25171559817,19940.26380110433,79130,1013742,2024-12-26
2024-01-01 11:40:00,19934.13620293895,19944.35178125581,19919.549711154483,19934.13620293895,99372,1238605,2024-12-26
2024-01-01 11:45:00,19926.96511553123,19940.311750133682,19913.28524947604,19926.96511553123,71852,921877,2024-12-26
2024-01-01 11:50:00,19946.66419829508,19950.206397293463,19928.20799483891,19946.66419829508,75768,971693,2024-12-26
2024-01-01 11:55:00,19949.612522689844,19956.399623079767,19937.08465379716,19949.612522689844,72426,1088892,2024-12-26
2024-01-01 12:00:00,19929.69460827345,19938.808903790097,19917.051146781898,19929.69460827345,95047,957868,2024-12-26
2024-01-01 12:05:00,19951.496375863815,19954.779343083293,19949.802694521317,19951.496375863815,112498,1000476,2024-12-26
2024-01-01 12:10:00,19923.019975696436,19942.0902049187,19903.968022220346,19923.019975696436,118428,1131960,2024-12-26
2024-01-01 12:15:00,19930.57678672408,19936.897233752254,19926.48715997808,19930.57678672408,72744,1156822,2024-12-26
2024-01-01 12:20:00,19911.2252283651,19918.866355255577,19900.683937341902,19911.2252283651,117749,1127368,2024-12-26
2024-01-01 12:25:00,19884.304870077183,19886.654301329392,19864.81968672191,19884.304870077183,61345,1212199,2024-12-26
2024-01-01 12:30:00,19892.155963136007,19897.44191187882,19890.38126091809,19892.155963136007,97638,1206937,2024-12-26
2024-01-01 12:35:00,19894.401294600153,19897.44098516367,19874.80095459038,19894.401294600153,62753,960571,2024-12-26
2024-01-01 12:40:00,19899.756043152174,19911.45610492574,19884.11850764571,19899.756043152174,86409,1175889,2024-12-26
2024-01-01 12:45:00,19897.3562850374,19908.769773342272,19886.807589980373,19897.3562850374,87339,1008754,2024-12-26
2024-01-01 12:50:00,19886.794142039766,19888.60517635778,19879.361198608254,19886.794142039766,66095,1070045,2024-12-26
2024-01-01 12:55:00,19867.267199558013,19884.45633800719,19852.913860879788,19867.267199558013,64879,1073912,2024-12-26
2024-01-01 13:00:00,19870.761615295356,19886.443411902725,19856.07723805817,19870.761615295356,70756,947329,2024-12-26
2024-01-01 13:05:00,19861.08910409198,19872.222565646516,19849.666728200926,19861.08910409198,90232,955633,2024-12-26
2024-01-01 13:10:00,19869.88874340823,19877.69577498847,19851.003456541475,19869.88874340823,78873,1130973,2024-12-26
2024-01-01 13:15:00,19876.114895948005,19888.035307891252,19865.749089684028,19876.114895948005,78576,1261303,2024-12-26
2024-01-01 13:20:00,19855.748196898057,19857.902999318725,19840.80609917167,19855.748196898057,117416,938137,2024-12-26
2024-01-01 13:25:00,19854.85783693724,19856.128320926913,19835.433479059437,19854.85783693724,97317,1195487,2024-12-26
2024-01-01 13:30:00,19849.354790840353,19863.150781898737,19846.6220681937,19849.354790840353,62613,996165,2024-12-26
2024-01-01 13:35:00,19848.733076117674,19849.16567035171,19838.7158841492,19848.733076117674,115242,1217802,2024-12-26
2024-01-01 13:40:00,19853.78046805159,19864.978053037245,19837.746265198308,19853.78046805159,113187,986543,2024-12-26
2024-01-01 13:45:00,19856.33518084114,19870.9682976661,19852.17195837104,19856.33518084114,92733,1073293,2024-12-26
2024-01-01 13:50:00,19876.606061155944,19885.42889537992,19874.792093071363,19876.606061155944,78568,1217435,2024-12-26
2024-01-01 13:55:00,19860.633481002307,19877.143151322027,19842.021714208946,19860.633481002307,96306,995647,2024-12-26
2024-01-01 14:00:00,19858.572051653027,19867.9688308378,19854.690510014967,19858.572051653027,91133,1295445,2024-12-26
2024-01-01 14:05:00,19868.38138260515,19884.84844416355,19865.661029200885,19868.38138260515,86487,1171992,2024-12-26
2024-01-01 14:10:00,19872.481040207796,19883.632661879157,19857.80391477426,19872.481040207796,75043,955004,2024-12-26
2024-01-01 14:15:00,19885.80852411272,19888.00973417164,19871.321820104986,19885.80852411272,101762,1152715,2024-12-26
2024-01-01 14:20:00,19873.02135906614,19887.85883157268,19855.42624948161,19873.02135906614,80494,1064111,2024-12-26
2024-01-01 14:25:00,19861.808058937808,19880.082279171686,19846.93456375963,19861.808058937808,107663,1192960,2024-12-26
2024-01-01 14:30:00,19840.25406908734,19844.905742720435,19834.8892657647,19840.25406908734,73695,1000469,2024-12-26
2024-01-01 14:35:00,19844.836838169827,19848.55208404112,19837.717126285545,19844.836838169827,118833,1053016,2024-12-26
2024-01-01 14:40:00,19873.622066356962,19887.648820133854,19858.736870061075,19873.622066356962,71324,1201641,2024-12-26
2024-01-01 14:45:00,19859.959292819753,19879.245677531653,19849.385005988603,19859.959292819753,71232,1019608,2024-12-26
2024-01-01 14:50:00,19880.05000268252,19890.372333983152,19879.382678093527,19880.05000268252,81406,1246039,2024-12-26
2024-01-01 14:55:00,19890.1135836095,19891.612664807333,19872.42252850496,19890.1135836095,61764,1127778,2024-12-26
2024-01-01 15:00:00,19873.43475676671,19877.466952614635,19854.49112501594,19873.43475676671,110454,1224160,2024-12-26
2024-01-01 15:05:00,19875.728804212522,19889.953007864784,19871.33520947032,19875.728804212522,79561,1007650,2024-12-26
2024-01-01 15:10:00,19900.085084368588,19904.864018845623,19895.962145693215,19900.085084368588,62330,956963,2024-12-26
2024-01-01 15:15:00,19901.578525156234,19913.924565967598,19890.876907510145,19901.578525156234,86087,903886,2024-12-26
2024-01-01 15:20:00,19917.652714383716,19927.28633756581,19900.10696993462,19917.652714383716,62952,1239927,2024-12-26
2024-01-01 15:25:00,19894.974975922,19909.9114802619,19884.19891370921,19894.974975922,77879,1271247,2024-12-26
2024-01-01 15:30:00,19904.579114031378,19911.277485206487,19901.681132686368,19904.579114031378,112322,1152771,2024-12-26
2024-01-02 09:15:00,19907.24094598539,19907.949661387935,19905.514071739937,19907.24094598539,116676,1291667,2024-12-26
2024-01-02 09:20:00,19897.358205864133,19898.697444459387,19893.130797452905,19897.358205864133,75737,1023865,2024-12-26
2024-01-02 09:25:00,19893.91266965255,19905.72349516973,19881.159145797323,19893.91266965255,69794,1293457,2024-12-26
2024-01-02 09:30:00,19870.55898998048,19872.40461990995,19857.32577106357,19870.55898998048,88384,978522,2024-12-26
2024-01-02 09:35:00,19870.728649398927,19878.573676325235,19870.054522523795,19870.728649398927,67637,1216854,2024-12-26
2024-01-02 09:40:00,19875.065434039025,19887.131854004638,19856.385234269845,19875.065434039025,60807,1155148,2024-12-26
2024-01-02 09:45:00,19887.446137684325,19894.306797925707,19884.112964732314,19887.446137684325,85725,1087433,2024-12-26
2024-01-02 09:50:00,19897.09886705595,19905.3204113212,19896.782802205777,19897.09886705595,87851,1078214,2024-12-26
2024-01-02 09:55:00,19866.922212838315,19884.184750715245,19855.13760150058,19866.922212838315,93494,937088,2024-12-26
2024-01-02 10:00:00,19863.058630711017,19878.480783304654,19845.81090814507,19863.058630711017,75642,1263654,2024-12-26
